,total_loss,mdn_loss,atom_loss,bond_loss,test_total_loss,test_mdn_loss,test_atom_loss,test_bond_loss
0,1.6969974506384184,1.6966050886926818,0.17087451379398505,0.22148741293350854,1.5815439963417746,1.5814293424873205,0.046027268197818536,0.06862658083172934
1,1.5670427864046592,1.5668138552025503,0.08150149456461271,0.14742969668308895,1.4920734689665716,1.491964770397219,0.05416941566089309,0.05452914846332923
2,1.5181375430936124,1.5180288781357913,0.04562298474907875,0.06304196797211965,1.4652732641697526,1.465197860269583,0.031361762396980526,0.04404213426395539
3,1.4911692898798474,1.4910851722859135,0.03531746674676736,0.04880012329518795,1.4575509378154194,1.4575018818175964,0.022319964327027503,0.02673603118132965
4,1.467197295028472,1.4671386028677935,0.025739778676256538,0.032952379247546196,1.4188322647840779,1.4187919981682167,0.015437994090916356,0.02482861972526016
5,1.448496510512012,1.4484530999824519,0.017707859704395135,0.025702667800088723,1.4257042012037264,1.4256791478291673,0.010337927421272363,0.014715445924402312
6,1.4345849909495065,1.4345498964449988,0.014430602537095548,0.020663900271306435,1.4004145455000976,1.4003892881598372,0.012656065170794177,0.01260127393458045
7,1.4211784835870502,1.4211485889128073,0.011621198704093694,0.018273474140216905,1.4175199052315879,1.417505807892582,0.006710425568969731,0.007386912806356346
8,1.4111016991145158,1.4110766305804145,0.00958801624070232,0.015480516649658481,1.3820674852795594,1.3820504548553096,0.006541123002886592,0.010489300459169739
9,1.4001346188514896,1.400112949409055,0.007956694133517643,0.01371274724820008,1.4044839146268655,1.404469290842541,0.006008580633989767,0.008615202986231535
10,1.3893692092845427,1.3893503300685046,0.0062710149756322305,0.01260820016041398,1.3866503094100504,1.3866383247203116,0.003909845608623005,0.008074843584359868
11,1.3802040277439795,1.3801873390127188,0.005682121867407113,0.011006608617678285,1.3818309471885362,1.3818190047819854,0.0033784750932659034,0.008563930880778057
12,1.372380946295685,1.3723647194712256,0.005479740497268116,0.010747083154134453,1.3636969456026873,1.3636890651979674,0.003527876166979341,0.004352528199089169
13,1.3630153580991835,1.3629992728848337,0.005270157039770857,0.010815056535167,1.3487165552304634,1.348705753653811,0.003799338190493034,0.007002237982346655
14,1.3541444363621915,1.3541299452562003,0.004323641753460591,0.010167463545749584,1.338420717362452,1.338412540226923,0.003550869078185328,0.004626266031660607
15,1.3467359241603196,1.346721466414924,0.0041578299602105595,0.01029991477172201,1.3350359198437327,1.3350265494657927,0.003250281775739056,0.006120095672270859
16,1.3396081361807592,1.3395943904205636,0.0036308758231656003,0.010114883711064854,1.3272929788007002,1.3272848543493918,0.003179097363350524,0.004945353592320243
17,1.3335903855347595,1.3335767482998493,0.0033586091514094733,0.010278625106842567,1.330291418280585,1.3302834585042211,0.0029319521076183724,0.005027823851598779
18,1.326576166896721,1.3265633913923507,0.0029921946735237724,0.009783309110440314,1.3401818089699782,1.3401744076128288,0.0029909312960561866,0.0044104255037248205
19,1.3203471180076367,1.320334294691637,0.002890014543539534,0.009933300859791537,1.3058612500916433,1.3058546432722267,0.0027442392964826976,0.0038625798509682747
20,1.3162037367568666,1.316190463519696,0.0030671087394002826,0.01020612779452155,1.3093291577721506,1.309320945405434,0.003527108920782184,0.004685257381218591
21,1.3101389621419315,1.3101264254291343,0.0031217196055687963,0.00941499258528153,1.3218386605002377,1.3218321256163434,0.0029261795239069054,0.003608704005236291
22,1.304191749766897,1.3041780907121676,0.003059818001809375,0.01059923606266578,1.2926804337393705,1.2926719099260053,0.0029049822109353703,0.005618830708755748
23,1.2983162342578454,1.2983013181205274,0.003027370155280611,0.01188876646005859,1.2977633175827052,1.297755500905084,0.0033332134529010745,0.004483463795874139
24,1.289069061550238,1.289051235904305,0.0043455252433467345,0.013480119832449903,1.2715882234327711,1.2715756744394457,0.0037479210365374297,0.00880107165970526
25,1.2726560130624893,1.2726319812793476,0.0063301222263175685,0.017701659791730346,1.2915912363446094,1.2915785917307587,0.0032967050330330767,0.009347908202251532
26,1.2658047197911666,1.2657814690226203,0.005239400595729239,0.01801136685820917,1.2644478000239123,1.2644361286051227,0.003160876239338371,0.00851054199626503
27,1.257709067977346,1.257686432254619,0.004912675509935556,0.017723046083499987,1.2558798847600057,1.2558666651218162,0.004288456747198124,0.008931180812961598
